,hidden,batch_size,reg,lr,train_cost,train_acc_total,dev_cost,dev_acc_total,test_acc_total,err,train_acc_0,dev_acc_0,test_acc_0,train_acc_1,dev_acc_1,test_acc_1,train_acc_2,dev_acc_2,test_acc_2
19,100,100,0.001,0.1,0.42179657580062,0.81786133960047,1.1651545672168013,0.5558166862514688,0.49236192714453586,0,0.6595744680851063,0.1702127659574468,0.20567375886524822,0.7468671679197995,0.41353383458646614,0.2857142857142857,0.9807073954983923,0.9131832797427653,0.887459807073955
20,300,100,0.001,0.1,1.3401217612099505,0.4849197023110067,2.1042364560665154,0.391304347826087,0.38777908343125733,0,0.2458628841607565,0.02127659574468085,0.028368794326241134,0.1695906432748538,0.05012531328320802,0.03759398496240601,0.9978563772775991,0.9967845659163987,1.0
21,10,100,0.005,0.1,0.7440033783361601,0.6255385820603212,0.8671460161099204,0.5840188014101058,0.5734430082256169,2,0.08274231678486997,0.02127659574468085,0.02127659574468085,0.5914786967418546,0.5263157894736842,0.49624060150375937,0.9153269024651661,0.9131832797427653,0.9228295819935691
22,100,100,0.005,0.1,1.3469802081125506,0.3783783783783784,1.4876254689536117,0.3654524089306698,0.3701527614571093,0,0.018912529550827423,0.0,0.0,0.020885547201336674,0.0,0.010025062656641603,1.0,1.0,1.0
23,300,100,0.005,0.1,2.3968985209504905,0.36584410497453973,2.4803311341056675,0.3654524089306698,0.3654524089306698,0,0.002364066193853428,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
24,10,100,0.01,0.1,0.8732207414298516,0.5428907168037603,0.8850519669127169,0.5710928319623971,0.5616921269095182,2,0.0,0.0,0.0,0.4619883040935672,0.5037593984962406,0.48370927318295737,0.8928188638799571,0.9163987138263665,0.9163987138263665
25,100,100,0.01,0.1,1.3937788652244878,0.3654524089306698,1.39473347688486,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
26,300,100,0.01,0.1,2.381148884698423,0.3654524089306698,2.352055017381401,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
27,10,100,0.05,0.1,1.1016466676939791,0.3654524089306698,1.0961924874414948,0.3654524089306698,0.3654524089306698,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
28,100,100,0.05,0.1,1.547179554648049,0.3654524089306698,1.5512392370976793,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
29,300,100,0.05,0.1,3.3564271661911596,0.3654524089306698,3.3605343449935066,0.3654524089306698,0.3654524089306698,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
30,10,100,0.0,0.4,0.9705111968214907,0.6075205640423031,1.4748949042750454,0.5311398354876615,0.5029377203290247,2,0.5035460992907801,0.3475177304964539,0.3049645390070922,0.37593984962406013,0.3057644110275689,0.24060150375939848,0.9517684887459807,0.9035369774919614,0.9292604501607717
31,100,100,0.0,0.4,0.13822847619280004,0.9878574226400313,3.0286283234220464,0.5887191539365453,0.5417156286721504,0,1.0,0.3546099290780142,0.5106382978723404,1.0,0.6115288220551378,0.5162907268170426,0.9667738478027867,0.6655948553054662,0.5884244372990354
32,300,100,0.0,0.4,0.16667214631378133,0.9886408147277712,3.617168270147123,0.6039952996474736,0.5405405405405406,2,1.0,0.46808510638297873,0.4326241134751773,1.0,0.6416040100250626,0.5513784461152882,0.9689174705251876,0.617363344051447,0.5755627009646302
33,10,100,0.001,0.4,1.2382001979649047,0.47591069330199764,1.4463721719268476,0.46415981198589895,0.4535840188014101,2,0.12293144208037825,0.0425531914893617,0.02127659574468085,0.21386800334168754,0.22305764411027568,0.19298245614035087,0.9721329046087889,0.9646302250803859,0.9839228295819936
34,100,100,0.001,0.4,1.6425011665716593,0.4669016842929886,2.3038641710414245,0.3854289071680376,0.38307873090481787,0,0.23877068557919623,0.014184397163120567,0.0070921985815602835,0.1336675020885547,0.042606516290726815,0.03508771929824561,0.9978563772775991,0.9935691318327974,1.0
35,300,100,0.001,0.4,2.64777010851034,0.4120642381511947,3.184186193549235,0.36780258519388953,0.372502937720329,0,0.19858156028368795,0.014184397163120567,0.014184397163120567,0.029239766081871343,0.002506265664160401,0.010025062656641603,1.0,0.9967845659163987,1.0
36,10,100,0.005,0.4,1.4286295631172856,0.37877007442224836,1.4208642176808954,0.3807285546415981,0.381903642773208,2,0.002364066193853428,0.0,0.0,0.028404344193817876,0.03508771929824561,0.03508771929824561,0.9989281886387996,0.9967845659163987,1.0
37,100,100,0.005,0.4,1.5617336194722045,0.3654524089306698,1.5352375376062997,0.3654524089306698,0.36662749706227965,0,0.0,0.0,0.0,0.0,0.0,0.002506265664160401,1.0,1.0,1.0
38,300,100,0.005,0.4,1.8230730309230363,0.3654524089306698,1.8629624914843723,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
39,10,100,0.01,0.4,1.4703354418015206,0.3654524089306698,1.4278021132349303,0.3654524089306698,0.3654524089306698,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
40,100,100,0.01,0.4,1.4981809328376898,0.3654524089306698,1.4451354769157132,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
41,300,100,0.01,0.4,1.6549764406436844,0.3654524089306698,1.574236659080073,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
42,10,100,0.05,0.4,1.4002711324343409,0.3654524089306698,1.4004756598990733,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
43,100,100,0.05,0.4,1.5685841089282557,0.3654524089306698,1.568537138417151,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
44,300,100,0.05,0.4,1.8304348316291603,0.3654524089306698,1.8301620710485862,0.3654524089306698,0.3654524089306698,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
